play_id,game_id,posteam,defteam,side_of_field,yardline_100,down,yrdln,ydstogo,play_type,yards_gained,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,epa,wp,def_wp,home_wp,away_wp,fumble_forced,fumble_out_of_bounds,safety,penalty,tackled_for_loss,fumble_lost,touchdown,pass_touchdown,rush_touchdown,return_touchdown,field_goal_attempt,fumble,passing_yards,receiving_yards,rushing_yards,fixed_drive_result,drive_time_of_possession,drive_end_transition,qb_epa,description
1,2024_01_ARI_BUF,,,,,,BUF 35,0,,,,,,,,,,,,,,0,0.433207959,0.566792041,0.566792041,0.433207959,,,,,,,,,,,,,,,,Touchdown,,,0,GAME
40,2024_01_ARI_BUF,ARI,BUF,BUF,35,,BUF 35,0,kickoff,0,,,,,,,0,0,0,0,0,0.257819156,0.433207959,0.566792041,0.566792041,0.433207959,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,0.257819156,"2-T.Bass kicks 65 yards from BUF 35 to end zone, Touchback to the ARI 30. Kick through end zone."
61,2024_01_ARI_BUF,ARI,BUF,ARI,70,1,ARI 30,10,run,3,,,,,middle,,0,0,0,0,0,-0.200602158,0.433546245,0.566453755,0.566453755,0.433546245,0,0,0,0,0,0,0,0,0,0,0,0,,,3,Touchdown,7:13,TOUCHDOWN,-0.200602158,"(15:00) 6-J.Conner up the middle to ARI 33 for 3 yards (43-T.Bernard, 7-Ta.Johnson)."
83,2024_01_ARI_BUF,ARI,BUF,ARI,67,2,ARI 33,7,pass,22,short,left,-3,25,,,0,0,0,0,0,2.0288739,0.426275879,0.573724121,0.573724121,0.426275879,0,0,0,0,0,0,0,0,0,0,0,0,22,22,,Touchdown,7:13,TOUCHDOWN,2.0288739,"(14:27) 1-K.Murray pass short left to 6-J.Conner to BUF 45 for 22 yards (3-D.Hamlin, 31-R.Douglas)."
108,2024_01_ARI_BUF,ARI,BUF,BUF,45,1,BUF 45,10,pass,9,short,middle,2,7,,,0,0,0,0,0,0.754242304,0.480117887,0.519882113,0.519882113,0.480117887,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,Touchdown,7:13,TOUCHDOWN,0.754242304,(13:43) (Shotgun) 1-K.Murray pass short middle to 6-J.Conner to BUF 36 for 9 yards (9-T.Rapp; 42-Do.Williams).
133,2024_01_ARI_BUF,ARI,BUF,BUF,36,2,BUF 36,1,run,2,,,,,middle,,0,0,0,0,0,-0.02960193,0.534612656,0.465387344,0.465387344,0.534612656,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Touchdown,7:13,TOUCHDOWN,-0.02960193,(13:02) 6-J.Conner up the middle to BUF 34 for 2 yards (43-T.Bernard).
155,2024_01_ARI_BUF,ARI,BUF,BUF,34,1,BUF 34,10,run,2,,,,,left,guard,0,0,0,0,0,-0.247748838,0.53041178,0.46958822,0.46958822,0.53041178,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Touchdown,7:13,TOUCHDOWN,-0.247748838,"(12:26) (Shotgun) 6-J.Conner left guard to BUF 32 for 2 yards (98-A.Johnson, 42-Do.Williams)."
177,2024_01_ARI_BUF,ARI,BUF,BUF,32,2,BUF 32,8,run,2,,,,,left,end,0,0,0,0,0,-0.530138513,0.514886498,0.485113502,0.485113502,0.514886498,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Touchdown,7:13,TOUCHDOWN,-0.530138513,(11:51) 6-J.Conner left end to BUF 30 for 2 yards (43-T.Bernard).
199,2024_01_ARI_BUF,ARI,BUF,BUF,30,3,BUF 30,6,pass,8,short,middle,6,2,,,0,0,0,0,0,1.680800255,0.495035946,0.504964054,0.504964054,0.495035946,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,Touchdown,7:13,TOUCHDOWN,1.680800255,"(11:08) (Shotgun) 1-K.Murray pass short middle to 4-G.Dortch to BUF 22 for 8 yards (43-T.Bernard, 9-T.Rapp). BUF-7-Ta.Johnson was injured during the play. T.Johnson walks off."
224,2024_01_ARI_BUF,ARI,BUF,BUF,22,1,BUF 22,10,pass,0,short,right,12,,,,0,0,0,0,0,-0.46762533,0.56072849,0.43927151,0.43927151,0.56072849,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,-0.46762533,"(10:32) (Shotgun) 1-K.Murray pass incomplete short right to 18-M.Harrison. Thrown wide of receiver, along sideline at BUF 10."
265,2024_01_ARI_BUF,ARI,BUF,BUF,22,2,BUF 22,10,run,-3,,,,,left,tackle,0,0,0,0,0,-1.281088945,0.545346439,0.454653561,0.454653561,0.545346439,0,0,0,0,1,0,0,0,0,0,0,0,,,-3,Touchdown,7:13,TOUCHDOWN,-1.281088945,(10:28) (Shotgun) 6-J.Conner left tackle to BUF 25 for -3 yards (50-G.Rousseau).
287,2024_01_ARI_BUF,ARI,BUF,BUF,25,3,BUF 25,13,run,6,,,,,right,end,0,0,0,0,0,2.377085478,0.498972267,0.501027733,0.501027733,0.498972267,0,0,0,1,0,0,0,0,0,0,0,0,,,6,Touchdown,7:13,TOUCHDOWN,2.377085478,"(9:48) (Shotgun) 1-K.Murray scrambles right end to BUF 19 for 6 yards (46-J.Ingram). PENALTY on BUF-46-J.Ingram, Unnecessary Roughness, 10 yards, enforced at BUF 19."
320,2024_01_ARI_BUF,ARI,BUF,BUF,9,1,BUF 9,9,run,4,,,,,left,end,0,0,0,0,0,0.168504898,0.587247968,0.412752032,0.412752032,0.587247968,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Touchdown,7:13,TOUCHDOWN,0.168504898,(9:15) (Shotgun) 6-J.Conner left end pushed ob at BUF 5 for 4 yards (43-T.Bernard).
347,2024_01_ARI_BUF,ARI,BUF,BUF,5,2,BUF 5,5,pass,0,,,,,,,0,0,0,0,0,-0.985447601,0.581441879,0.418558121,0.418558121,0.581441879,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,-0.985447601,(8:34) (Shotgun) 1-K.Murray sacked ob at BUF 5 for 0 yards (50-G.Rousseau).
381,2024_01_ARI_BUF,ARI,BUF,BUF,5,3,BUF 5,5,pass,5,short,left,5,0,,,0,0,6,0,6,2.704704956,0.566567898,0.433432102,0.433432102,0.566567898,0,0,0,0,0,0,1,1,0,0,0,0,5,5,,Touchdown,7:13,TOUCHDOWN,2.704704956,"(7:54) (Shotgun) 1-K.Murray pass short left to 14-Mi.Wilson for 5 yards, TOUCHDOWN."
407,2024_01_ARI_BUF,ARI,BUF,BUF,15,,BUF 15,0,extra_point,0,,,,,,,0,6,7,0,7,0.067573003,0.613047216,0.386952784,0.386952784,0.613047216,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:13,TOUCHDOWN,0.067573003,"5-M.Prater extra point is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin."
422,2024_01_ARI_BUF,BUF,ARI,ARI,35,,ARI 35,0,kickoff,0,,,,,,,7,-7,0,7,-7,1.882354891,0.38566035,0.61433965,0.38566035,0.61433965,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover,2:23,FUMBLE,1.882354891,"5-M.Prater kicks 63 yards from ARI 35 to BUF 2. 29-B.Codrington pushed ob at ARI 45 for 53 yards (16-M.Melton, 13-K.Clark)."
457,2024_01_ARI_BUF,BUF,ARI,ARI,45,1,ARI 45,10,run,9,,,,,left,guard,7,-7,0,7,-7,0.648818388,0.434295207,0.565704793,0.434295207,0.565704793,0,0,0,0,0,0,0,0,0,0,0,0,,,9,Turnover,2:23,FUMBLE,0.648818388,(7:39) 4-J.Cook left guard to ARI 36 for 9 yards (34-J.Thompson).
479,2024_01_ARI_BUF,BUF,ARI,ARI,36,2,ARI 36,1,run,3,,,,,right,guard,7,-7,0,7,-7,0.039457681,0.464298636,0.535701364,0.464298636,0.535701364,0,0,0,0,0,0,0,0,0,0,0,0,,,3,Turnover,2:23,FUMBLE,0.039457681,(6:58) 70-A.Anderson reported in as eligible. 4-J.Cook right guard to ARI 33 for 3 yards (25-Z.Collins; 34-J.Thompson).
503,2024_01_ARI_BUF,BUF,ARI,ARI,33,1,ARI 33,10,pass,14,short,middle,13,1,,,7,-7,0,7,-7,0.913284026,0.451424718,0.548575282,0.451424718,0.548575282,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,Turnover,2:23,FUMBLE,0.913284026,(6:15) (Shotgun) 17-J.Allen pass short middle to 13-M.Hollins to ARI 19 for 14 yards (3-B.Baker).
528,2024_01_ARI_BUF,BUF,ARI,ARI,19,1,ARI 19,10,pass,-10,,,,,,,7,-7,0,7,-7,-6.044649657,0.48668161,0.51331839,0.48668161,0.51331839,1,0,0,0,0,1,0,0,0,0,0,1,,,,Turnover,2:23,FUMBLE,-6.044649657,"(5:33) (Shotgun) 17-J.Allen sacked at ARI 30 for -11 yards (98-R.Lopez). FUMBLES (98-R.Lopez) [98-R.Lopez], RECOVERED by ARI-93-J.Jones at ARI 29."
565,2024_01_ARI_BUF,ARI,BUF,ARI,71,1,ARI 29,10,run,4,,,,,left,end,0,7,7,0,7,-0.12720861,0.667060792,0.332939208,0.332939208,0.667060792,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Field goal,5:27,FIELD_GOAL,-0.12720861,(5:24) 6-J.Conner left end to ARI 33 for 4 yards (40-V.Miller).
587,2024_01_ARI_BUF,ARI,BUF,ARI,67,2,ARI 33,6,pass,2,short,left,-3,5,,,0,7,7,0,7,-0.547627533,0.670467675,0.329532325,0.329532325,0.670467675,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,Field goal,5:27,FIELD_GOAL,-0.547627533,(4:46) (Shotgun) 1-K.Murray pass short left to 6-J.Conner pushed ob at ARI 35 for 2 yards (50-G.Rousseau).
622,2024_01_ARI_BUF,ARI,BUF,ARI,65,3,ARI 35,4,pass,24,short,right,0,24,,,0,7,7,0,7,2.664914552,0.671433151,0.328566849,0.328566849,0.671433151,0,0,0,0,0,0,0,0,0,0,0,0,24,24,,Field goal,5:27,FIELD_GOAL,2.664914552,(4:11) (Shotgun) 1-K.Murray pass short right to 31-E.Demercado to BUF 41 for 24 yards (47-C.Benford).
652,2024_01_ARI_BUF,ARI,BUF,BUF,41,1,BUF 41,10,pass,6,short,left,6,0,,,0,7,7,0,7,0.21352806,0.71387589,0.28612411,0.28612411,0.71387589,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,Field goal,5:27,FIELD_GOAL,0.21352806,(3:27) (Shotgun) 1-K.Murray pass short left to 85-T.McBride to BUF 35 for 6 yards (39-C.Lewis) [57-A.Epenesa].
677,2024_01_ARI_BUF,ARI,BUF,BUF,35,2,BUF 35,4,pass,7,short,right,-1,8,,,0,7,7,0,7,0.688560766,0.713405013,0.286594987,0.286594987,0.713405013,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,Field goal,5:27,FIELD_GOAL,0.688560766,(2:44) 1-K.Murray pass short right to 84-E.Higgins pushed ob at BUF 28 for 7 yards (43-T.Bernard).
707,2024_01_ARI_BUF,ARI,BUF,BUF,28,1,BUF 28,10,run,11,,,,,right,end,0,7,7,0,7,0.716792834,0.732915878,0.267084122,0.267084122,0.732915878,0,0,0,0,0,0,0,0,0,0,0,0,,,11,Field goal,5:27,FIELD_GOAL,0.716792834,(2:07) (Shotgun) 1-K.Murray right end pushed ob at BUF 17 for 11 yards (9-T.Rapp).
734,2024_01_ARI_BUF,ARI,BUF,BUF,17,1,BUF 17,10,pass,3,short,middle,3,0,,,0,7,7,0,7,-0.230540832,0.7631194,0.2368806,0.2368806,0.7631194,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,Field goal,5:27,FIELD_GOAL,-0.230540832,(1:28) (Shotgun) 1-K.Murray pass short middle to 4-G.Dortch to BUF 14 for 3 yards (43-T.Bernard).
759,2024_01_ARI_BUF,ARI,BUF,BUF,14,2,BUF 14,7,run,1,,,,,right,guard,0,7,7,0,7,-0.652270698,0.760436654,0.239563346,0.239563346,0.760436654,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Field goal,5:27,FIELD_GOAL,-0.652270698,(:49) (Shotgun) 6-J.Conner right guard to BUF 13 for 1 yard (50-G.Rousseau).
781,2024_01_ARI_BUF,ARI,BUF,BUF,13,3,BUF 13,6,pass,2,short,right,1,1,,,0,7,7,0,7,-1.021099164,0.756201386,0.243798614,0.243798614,0.756201386,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,Field goal,5:27,FIELD_GOAL,-1.021099164,(:08) (Shotgun) 1-K.Murray pass short right to 31-E.Demercado to BUF 11 for 2 yards (31-R.Douglas). ARI-73-J.Williams was injured during the play. J.Williams assisted off.
809,2024_01_ARI_BUF,ARI,BUF,,,,BUF 11,0,,,,,,,,,0,7,7,0,7,0,0.721677959,0.278322041,0.278322041,0.721677959,,,,,,,,,,,,,,,,Field goal,5:27,FIELD_GOAL,0,END QUARTER 1
823,2024_01_ARI_BUF,ARI,BUF,BUF,11,4,BUF 11,4,field_goal,0,,,,,,,0,7,10,0,10,0.135574413,0.721677959,0.278322041,0.278322041,0.721677959,0,0,0,0,0,0,0,0,0,0,1,0,,,,Field goal,5:27,FIELD_GOAL,0.135574413,"(15:00) 5-M.Prater 29 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin."
847,2024_01_ARI_BUF,BUF,ARI,ARI,35,,ARI 35,0,kickoff,0,,,,,,,10,-10,0,10,-10,0.311864278,0.280494392,0.719505608,0.280494392,0.719505608,0,0,0,0,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,0.311864278,"5-M.Prater kicks 65 yards from ARI 35 to end zone, Touchback to the BUF 30. B.Codrington kneels 6 yds. into end zone."
868,2024_01_ARI_BUF,BUF,ARI,BUF,70,1,BUF 30,10,no_play,0,,,,,,,10,-10,0,10,-10,0.439983619,0.288022727,0.711977273,0.288022727,0.711977273,0,0,0,1,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,0.439983619,"(14:57) (Shotgun) 17-J.Allen pass incomplete short right to 0-K.Coleman (25-Z.Collins). PENALTY on ARI-23-S.Murphy-Bunting, Defensive Pass Interference, 6 yards, enforced at BUF 30 - No Play."
902,2024_01_ARI_BUF,BUF,ARI,BUF,64,1,BUF 36,10,run,15,,,,,right,guard,10,-10,0,10,-10,0.816008603,0.299830496,0.700169504,0.299830496,0.700169504,0,0,0,0,0,0,0,0,0,0,0,0,,,15,Field goal,5:10,FIELD_GOAL,0.816008603,(14:54) 4-J.Cook right guard to ARI 49 for 15 yards (2-Ma.Wilson).
924,2024_01_ARI_BUF,BUF,ARI,ARI,49,1,ARI 49,10,run,5,,,,,right,guard,10,-10,0,10,-10,-0.022938924,0.311178744,0.688821256,0.311178744,0.688821256,0,0,0,0,0,0,0,0,0,0,0,0,,,5,Field goal,5:10,FIELD_GOAL,-0.022938924,(14:22) (No Huddle) 4-J.Cook right guard to ARI 44 for 5 yards (3-B.Baker; 7-K.White).
946,2024_01_ARI_BUF,BUF,ARI,ARI,44,2,ARI 44,5,pass,23,short,middle,6,17,,,10,-10,0,10,-10,1.870110551,0.308513284,0.691486716,0.308513284,0.691486716,0,0,0,0,0,0,0,0,0,0,0,0,23,23,,Field goal,5:10,FIELD_GOAL,1.870110551,(13:45) (Shotgun) 17-J.Allen pass short middle to 88-D.Knox to ARI 21 for 23 yards (3-B.Baker).
971,2024_01_ARI_BUF,BUF,ARI,ARI,21,1,ARI 21,10,run,9,,,,,left,tackle,10,-10,0,10,-10,0.697903182,0.365947634,0.634052366,0.365947634,0.634052366,0,0,0,0,0,0,0,0,0,0,0,0,,,9,Field goal,5:10,FIELD_GOAL,0.697903182,"(13:16) (No Huddle) 4-J.Cook left tackle to ARI 12 for 9 yards (21-G.Williams, 7-K.White)."
993,2024_01_ARI_BUF,BUF,ARI,ARI,12,2,ARI 12,1,run,4,,,,,right,guard,10,-10,0,10,-10,0.063546137,0.388247162,0.611752838,0.388247162,0.611752838,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Field goal,5:10,FIELD_GOAL,0.063546137,(12:35) 4-J.Cook right guard to ARI 8 for 4 yards (2-Ma.Wilson; 7-K.White).
1015,2024_01_ARI_BUF,BUF,ARI,ARI,8,1,ARI 8,8,run,4,,,,,right,guard,10,-10,0,10,-10,0.130477478,0.382301569,0.617698431,0.382301569,0.617698431,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Field goal,5:10,FIELD_GOAL,0.130477478,"(11:56) 4-J.Cook right guard to ARI 4 for 4 yards (93-J.Jones, 7-K.White)."
1037,2024_01_ARI_BUF,BUF,ARI,ARI,4,2,ARI 4,4,run,0,,,,,left,guard,10,-10,0,10,-10,-1.008804651,0.369288981,0.630711019,0.369288981,0.630711019,0,0,0,0,0,0,0,0,0,0,0,0,,,0,Field goal,5:10,FIELD_GOAL,-1.008804651,(11:15) 4-J.Cook left guard to ARI 4 for no gain (2-Ma.Wilson).
1059,2024_01_ARI_BUF,BUF,ARI,ARI,4,3,ARI 4,4,no_play,0,,,,,,,10,-10,0,10,-10,-1.520597457,0.347256869,0.652743131,0.347256869,0.652743131,0,0,0,1,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,-1.520597457,"(10:35) (Shotgun) 17-J.Allen right guard for 4 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BUF-64-O.Torrence, Face Mask, 15 yards, enforced at ARI 4 - No Play."
1093,2024_01_ARI_BUF,BUF,ARI,ARI,19,3,ARI 19,19,pass,0,,,,,,,10,-10,0,10,-10,-0.477471196,0.316076368,0.683923632,0.316076368,0.683923632,0,0,0,0,0,0,0,0,0,0,0,0,,,,Field goal,5:10,FIELD_GOAL,-0.477471196,(10:31) (Shotgun) 17-J.Allen sacked at ARI 19 for 0 yards (13-K.Clark).
1120,2024_01_ARI_BUF,BUF,ARI,ARI,19,4,ARI 19,19,field_goal,0,,,,,,,10,-10,3,10,-7,0.473750225,0.28647846,0.71352154,0.28647846,0.71352154,0,0,0,0,0,0,0,0,0,0,1,0,,,,Field goal,5:10,FIELD_GOAL,0.473750225,"(9:51) 2-T.Bass 37 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
1140,2024_01_ARI_BUF,ARI,BUF,BUF,35,,BUF 35,0,kickoff,0,,,,,,,3,7,10,3,7,0.180726162,0.666276634,0.333723366,0.333723366,0.666276634,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,0.180726162,2-T.Bass kicks 61 yards from BUF 35 to ARI 4. 20-D.Dallas to ARI 29 for 25 yards (26-Ty.Johnson).
1170,2024_01_ARI_BUF,ARI,BUF,ARI,71,1,ARI 29,10,pass,5,short,right,-4,9,,,3,7,10,3,7,-0.08861647,0.668153703,0.331846297,0.331846297,0.668153703,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,Touchdown,7:07,TOUCHDOWN,-0.08861647,(9:42) 1-K.Murray pass short right to 33-T.Benson to ARI 34 for 5 yards (3-D.Hamlin).
1195,2024_01_ARI_BUF,ARI,BUF,ARI,66,2,ARI 34,5,run,6,,,,,left,end,3,7,10,3,7,0.670420314,0.684283793,0.315716207,0.315716207,0.684283793,0,0,0,0,0,0,0,0,0,0,0,0,,,6,Touchdown,7:07,TOUCHDOWN,0.670420314,(9:02) (Shotgun) 33-T.Benson left end to ARI 40 for 6 yards (9-T.Rapp).
1217,2024_01_ARI_BUF,ARI,BUF,ARI,60,1,ARI 40,10,pass,0,short,left,15,,,,3,7,10,3,7,-0.414683443,0.709597945,0.290402055,0.290402055,0.709597945,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,-0.414683443,"(8:25) (Shotgun) 1-K.Murray pass incomplete short left to 18-M.Harrison. Dropped, receiver at BUF 45, slanting to middle."
1244,2024_01_ARI_BUF,ARI,BUF,ARI,60,2,ARI 40,10,pass,4,short,left,4,0,,,3,7,10,3,7,-0.207020405,0.693794489,0.306205511,0.306205511,0.693794489,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,Touchdown,7:07,TOUCHDOWN,-0.207020405,(8:19) (Shotgun) 1-K.Murray pass short left to 18-M.Harrison to ARI 44 for 4 yards (42-Do.Williams).
1269,2024_01_ARI_BUF,ARI,BUF,ARI,56,3,ARI 44,6,run,12,,,,,left,tackle,3,7,10,3,7,1.690780985,0.694311976,0.305688024,0.305688024,0.694311976,0,0,0,0,0,0,0,0,0,0,0,0,,,12,Touchdown,7:07,TOUCHDOWN,1.690780985,(7:39) (Shotgun) 1-K.Murray scrambles left tackle ran ob at BUF 44 for 12 yards.
1296,2024_01_ARI_BUF,ARI,BUF,BUF,44,1,BUF 44,10,pass,5,short,right,4,1,,,3,7,10,3,7,0.189209814,0.745044231,0.254955769,0.254955769,0.745044231,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,Touchdown,7:07,TOUCHDOWN,0.189209814,(7:05) 1-K.Murray pass short right to 84-E.Higgins ran ob at BUF 39 for 5 yards (39-C.Lewis).
1326,2024_01_ARI_BUF,ARI,BUF,BUF,39,2,BUF 39,5,pass,0,deep,left,26,,,,3,7,10,3,7,-0.694935982,0.744050443,0.255949557,0.255949557,0.744050443,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,-0.694935982,(6:24) (Shotgun) 1-K.Murray pass incomplete deep left to 85-T.McBride.
1349,2024_01_ARI_BUF,ARI,BUF,BUF,39,3,BUF 39,5,pass,14,short,left,9,5,,,3,7,10,3,7,1.710182823,0.734617949,0.265382051,0.265382051,0.734617949,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,Touchdown,7:07,TOUCHDOWN,1.710182823,"(6:16) (Shotgun) 1-K.Murray pass short left to 4-G.Dortch to BUF 25 for 14 yards (47-C.Benford, 46-J.Ingram)."
1374,2024_01_ARI_BUF,ARI,BUF,BUF,25,1,BUF 25,10,run,4,,,,,right,end,3,7,10,3,7,-0.124969535,0.774729609,0.225270391,0.225270391,0.774729609,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Touchdown,7:07,TOUCHDOWN,-0.124969535,(5:38) (Shotgun) 33-T.Benson right end to BUF 21 for 4 yards (9-T.Rapp).
1396,2024_01_ARI_BUF,ARI,BUF,BUF,21,2,BUF 21,6,pass,8,short,right,6,2,,,3,7,10,3,7,0.886402878,0.78598845,0.21401155,0.21401155,0.78598845,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,Touchdown,7:07,TOUCHDOWN,0.886402878,(4:53) (Shotgun) 1-K.Murray pass short right to 85-T.McBride to BUF 13 for 8 yards (43-T.Bernard).
1429,2024_01_ARI_BUF,ARI,BUF,BUF,13,1,BUF 13,10,run,3,,,,,right,end,3,7,10,3,7,-0.384524157,0.7973032,0.2026968,0.2026968,0.7973032,0,0,0,0,0,0,0,0,0,0,0,0,,,3,Touchdown,7:07,TOUCHDOWN,-0.384524157,"(4:09) (Shotgun) 33-T.Benson right end to BUF 10 for 3 yards (99-C.Toohill, 42-Do.Williams)."
1451,2024_01_ARI_BUF,ARI,BUF,BUF,10,2,BUF 10,7,pass,7,short,left,7,0,,,3,7,10,3,7,1.460740303,0.815735936,0.184264064,0.184264064,0.815735936,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,Touchdown,7:07,TOUCHDOWN,1.460740303,(3:25) (Shotgun) 1-K.Murray pass short left to 85-T.McBride to BUF 3 for 7 yards (3-D.Hamlin; 39-C.Lewis).
1476,2024_01_ARI_BUF,ARI,BUF,BUF,3,1,BUF 3,3,run,3,,,,,right,guard,3,7,16,3,13,1.035966232,0.835658729,0.164341271,0.164341271,0.835658729,0,0,0,0,0,0,1,0,1,0,0,0,,,3,Touchdown,7:07,TOUCHDOWN,1.035966232,"(2:44) (Shotgun) 6-J.Conner right guard for 3 yards, TOUCHDOWN."
1499,2024_01_ARI_BUF,ARI,BUF,BUF,15,,BUF 15,0,extra_point,0,,,,,,,3,13,17,3,14,0.067573003,0.831103891,0.168896109,0.168896109,0.831103891,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,7:07,TOUCHDOWN,0.067573003,"5-M.Prater extra point is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin."
1514,2024_01_ARI_BUF,BUF,ARI,ARI,35,,ARI 35,0,kickoff,0,,,,,,,17,-14,3,17,-14,0.371066298,0.168896109,0.831103891,0.168896109,0.831103891,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,0.371066298,"5-M.Prater kicks 65 yards from ARI 35 to end zone, Touchback to the BUF 30. Kick through end zone."
1542,2024_01_ARI_BUF,BUF,ARI,BUF,70,1,BUF 30,10,no_play,0,,,,,,,17,-14,3,17,-14,-0.5656486,0.174154162,0.825845838,0.174154162,0.825845838,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,-0.5656486,"(2:40) 70-A.Anderson reported in as eligible. PENALTY on BUF-85-Q.Morris, False Start, 5 yards, enforced at BUF 30 - No Play."
1568,2024_01_ARI_BUF,BUF,ARI,BUF,75,1,BUF 25,15,run,6,,,,,left,end,17,-14,3,17,-14,0.11117035,0.162719175,0.837280825,0.162719175,0.837280825,0,0,0,0,0,0,0,0,0,0,0,0,,,6,Touchdown,2:21,TOUCHDOWN,0.11117035,(2:40) 26-Ty.Johnson left end to BUF 31 for 6 yards (2-Ma.Wilson).
1590,2024_01_ARI_BUF,BUF,ARI,BUF,69,2,BUF 31,9,pass,8,short,right,5,3,,,17,-14,3,17,-14,0.451450948,0.157250866,0.842749134,0.157250866,0.842749134,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,Touchdown,2:21,TOUCHDOWN,0.451450948,(2:00) (Shotgun) 17-J.Allen pass short right to 1-C.Samuel to BUF 39 for 8 yards (23-S.Murphy-Bunting).
1622,2024_01_ARI_BUF,BUF,ARI,BUF,61,3,BUF 39,1,no_play,0,,,,,,,17,-14,3,17,-14,-0.800534668,0.171206981,0.828793019,0.171206981,0.828793019,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,-0.800534668,"(1:41) (No Huddle, Shotgun) PENALTY on BUF-73-D.Dawkins, False Start, 5 yards, enforced at BUF 39 - No Play."
1646,2024_01_ARI_BUF,BUF,ARI,BUF,66,3,BUF 34,6,pass,19,short,left,8,11,,,17,-14,3,17,-14,1.893437782,0.157566473,0.842433527,0.157566473,0.842433527,0,0,0,0,0,0,0,0,0,0,0,0,19,19,,Touchdown,2:21,TOUCHDOWN,1.893437782,(1:23) (Shotgun) 17-J.Allen pass short left to 10-K.Shakir to ARI 47 for 19 yards (3-B.Baker; 51-K.Barnes).
1671,2024_01_ARI_BUF,BUF,ARI,ARI,47,1,ARI 47,10,no_play,0,,,,,,,17,-14,3,17,-14,-0.598616166,0.194856539,0.805143461,0.194856539,0.805143461,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,-0.598616166,"(:55) (No Huddle, Shotgun) PENALTY on BUF-79-S.Brown, False Start, 5 yards, enforced at ARI 47 - No Play."
1707,2024_01_ARI_BUF,,,,,,BUF 48,0,no_play,0,,,,,,,,,,,,0,0.185157761,0.814842239,0.185157761,0.814842239,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,2:21,TOUCHDOWN,0,Timeout #1 by BUF at 00:55.
