play_id,game_id,posteam,defteam,side_of_field,yardline_100,down,yrdln,ydstogo,play_type,yards_gained,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,epa,wp,def_wp,home_wp,away_wp,fumble_forced,fumble_out_of_bounds,safety,penalty,tackled_for_loss,fumble_lost,touchdown,pass_touchdown,rush_touchdown,return_touchdown,field_goal_attempt,fumble,passing_yards,receiving_yards,rushing_yards,fixed_drive_result,drive_time_of_possession,drive_end_transition,qb_epa,description
3911,2024_01_HOU_IND,,,,,,HOU 48,0,no_play,0,,,,,,,,,,,,0,0.872163594,0.127836406,0.127836406,0.872163594,0,0,0,0,0,0,0,0,0,0,0,0,,,,End of half,2:14,END_GAME,0,Timeout #3 by IND at 01:48.
3899,2024_01_HOU_IND,HOU,IND,HOU,52,3,HOU 48,3,run,9,,,,,right,tackle,27,2,29,27,2,1.209492132,0.872163594,0.127836406,0.127836406,0.872163594,0,0,0,0,0,0,0,0,0,0,0,0,,,9,End of half,2:14,END_GAME,1.209492132,(1:48) 28-J.Mixon right tackle to IND 43 for 9 yards (20-N.Cross).
3940,2024_01_HOU_IND,,,,,,IND 43,0,no_play,0,,,,,,,,,,,,0,0.956988275,0.043011725,0.043011725,0.956988275,0,0,0,0,0,0,0,0,0,0,0,0,,,,End of half,2:14,END_GAME,0,Timeout #2 by HOU at 01:01.
3928,2024_01_HOU_IND,HOU,IND,IND,43,1,IND 43,10,qb_kneel,-1,,,,,,,27,2,29,27,2,-0.470113097,0.956988275,0.043011725,0.043011725,0.956988275,0,0,0,0,0,0,0,0,0,0,0,0,,,-1,End of half,2:14,END_GAME,-0.470113097,(1:01) 7-C.Stroud kneels to IND 44 for -1 yards.
3957,2024_01_HOU_IND,HOU,IND,IND,44,2,IND 44,11,qb_kneel,-1,,,,,,,27,2,29,27,2,-1.383349183,0.955934465,0.044065535,0.044065535,0.955934465,0,0,0,0,0,0,0,0,0,0,0,0,,,-1,End of half,2:14,END_GAME,-1.383349183,(:31) 7-C.Stroud kneels to IND 45 for -1 yards.
3979,2024_01_HOU_IND,HOU,IND,,,,,0,,,,,,,,,27,2,29,27,2,,,,0,1,,,,,,,,,,,,,,,,End of half,2:14,END_GAME,,END GAME
1,2024_01_JAX_MIA,,,,,,JAX 35,0,,,,,,,,,,,,,,0,0.546261787,0.453738213,0.546261787,0.453738213,,,,,,,,,,,,,,,,Turnover on downs,,,0,GAME
40,2024_01_JAX_MIA,MIA,JAX,JAX,35,,JAX 35,0,kickoff,0,,,,,,,0,0,0,0,0,-0.482019564,0.546261787,0.453738213,0.546261787,0.453738213,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover on downs,3:23,DOWNS,-0.482019564,"39-C.Little kicks 65 yards from JAX 35 to landing zone to end zone, Touchback to the MIA 20."
57,2024_01_JAX_MIA,MIA,JAX,MIA,80,1,MIA 20,10,run,0,,,,,right,end,0,0,0,0,0,-0.57124629,0.541853309,0.458146691,0.541853309,0.458146691,0,0,0,0,0,0,0,0,0,0,0,0,,,0,Turnover on downs,3:23,DOWNS,-0.57124629,"(15:00) (Shotgun) 31-R.Mostert right end to MIA 20 for no gain (23-F.Oluokun, 26-A.Johnson)."
79,2024_01_JAX_MIA,MIA,JAX,MIA,80,2,MIA 20,10,run,-3,,,,,left,end,0,0,0,0,0,-1.419550181,0.528741002,0.471258998,0.528741002,0.471258998,0,0,0,0,1,0,0,0,0,0,0,0,,,-3,Turnover on downs,3:23,DOWNS,-1.419550181,(14:19) (Shotgun) 28-D.Achane left end to MIA 17 for -3 yards (33-D.Lloyd).
101,2024_01_JAX_MIA,MIA,JAX,MIA,83,3,MIA 17,13,pass,39,short,right,-5,44,,,0,0,0,0,0,4.409905297,0.490871608,0.509128392,0.490871608,0.509128392,0,0,0,0,0,0,0,0,0,0,0,0,39,39,,Turnover on downs,3:23,DOWNS,4.409905297,(13:40) (Shotgun) 1-T.Tagovailoa pass short right to 28-D.Achane pushed ob at JAX 44 for 39 yards (25-R.Darby).
126,2024_01_JAX_MIA,MIA,JAX,JAX,44,1,JAX 44,10,pass,0,,,,,,,0,0,0,0,0,-0.563703905,0.584446669,0.415553331,0.584446669,0.415553331,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover on downs,3:23,DOWNS,-0.563703905,(13:04) (Shotgun) 1-T.Tagovailoa sacked at JAX 44 for 0 yards (44-T.Walker).
153,2024_01_JAX_MIA,MIA,JAX,JAX,44,2,JAX 44,10,pass,2,short,left,1,1,,,0,0,0,0,0,-0.776464163,0.566531539,0.433468461,0.566531539,0.433468461,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,Turnover on downs,3:23,DOWNS,-0.776464163,(12:29) 1-T.Tagovailoa pass short left to 10-T.Hill to JAX 42 for 2 yards (25-R.Darby).
178,2024_01_JAX_MIA,MIA,JAX,JAX,42,3,JAX 42,8,pass,0,deep,right,29,,,,0,0,0,0,0,-1.763532114,0.530843973,0.469156027,0.530843973,0.469156027,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover on downs,3:23,DOWNS,-1.763532114,(11:47) (Shotgun) 1-T.Tagovailoa pass incomplete deep right to 10-T.Hill.
209,2024_01_JAX_MIA,MIA,JAX,JAX,42,4,JAX 42,8,pass,0,short,middle,8,,,,0,0,0,0,0,-2.252125561,0.495058507,0.504941493,0.495058507,0.504941493,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover on downs,3:23,DOWNS,-2.252125561,(11:41) (Shotgun) 1-T.Tagovailoa pass incomplete short middle to 0-B.Berrios (6-D.Savage).
232,2024_01_JAX_MIA,JAX,MIA,JAX,58,1,JAX 42,10,pass,-13,,,,,,,0,0,0,0,0,-1.69228649,0.522434354,0.477565646,0.477565646,0.522434354,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,1:35,PUNT,-1.69228649,(11:37) 16-T.Lawrence sacked at JAX 29 for -13 yards (93-C.Campbell).
259,2024_01_JAX_MIA,JAX,MIA,JAX,71,2,JAX 29,23,run,-1,,,,,right,guard,0,0,0,0,0,-1.049405486,0.475081444,0.524918556,0.524918556,0.475081444,0,0,0,0,1,0,0,0,0,0,0,0,,,-1,Punt,1:35,PUNT,-1.049405486,(10:54) (Shotgun) 1-T.Etienne right guard to JAX 28 for -1 yards (93-C.Campbell).
281,2024_01_JAX_MIA,JAX,MIA,JAX,72,3,JAX 28,24,pass,0,deep,middle,19,,,,0,0,0,0,0,-0.890701083,0.447803408,0.552196592,0.552196592,0.447803408,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,1:35,PUNT,-0.890701083,(10:17) (Shotgun) 16-T.Lawrence pass incomplete deep middle to 17-E.Engram.
304,2024_01_JAX_MIA,JAX,MIA,JAX,72,4,JAX 28,24,punt,0,,,,,,,0,0,0,0,0,-0.100385305,0.421020329,0.578979671,0.578979671,0.421020329,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,1:35,PUNT,-0.100385305,"(10:13) 9-L.Cooke punts 48 yards to MIA 24, Center-46-R.Matiscik. 0-B.Berrios to MIA 31 for 7 yards (5-A.Cisco)."
330,2024_01_JAX_MIA,MIA,JAX,MIA,69,1,MIA 31,10,run,5,,,,,left,end,0,0,0,0,0,0.086458317,0.552488089,0.447511911,0.552488089,0.447511911,0,0,0,0,0,0,0,0,0,0,0,0,,,5,Punt,2:13,PUNT,0.086458317,(10:02) 31-R.Mostert left end to MIA 36 for 5 yards (41-J.Hines-Allen; 33-D.Lloyd).
359,2024_01_JAX_MIA,MIA,JAX,MIA,64,2,MIA 36,5,pass,3,short,right,1,2,,,0,0,0,0,0,-0.237323743,0.559734583,0.440265417,0.559734583,0.440265417,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,Punt,2:13,PUNT,-0.237323743,(9:22) (Shotgun) 1-T.Tagovailoa pass short right to 28-D.Achane to MIA 39 for 3 yards (23-F.Oluokun).
384,2024_01_JAX_MIA,MIA,JAX,MIA,61,3,MIA 39,2,pass,10,short,right,1,9,,,0,0,0,0,0,1.321592823,0.549314082,0.450685918,0.549314082,0.450685918,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,Punt,2:13,PUNT,1.321592823,(8:46) (Shotgun) 1-T.Tagovailoa pass short right to 10-T.Hill pushed ob at MIA 49 for 10 yards (26-A.Johnson).
414,2024_01_JAX_MIA,MIA,JAX,MIA,51,1,MIA 49,10,pass,0,deep,left,38,,,,0,0,0,0,0,-0.512727102,0.584446669,0.415553331,0.584446669,0.415553331,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:13,PUNT,-0.512727102,(8:09) (Shotgun) 1-T.Tagovailoa pass incomplete deep left to 10-T.Hill.
437,2024_01_JAX_MIA,MIA,JAX,MIA,51,2,MIA 49,10,pass,0,short,right,-4,,,,0,0,0,0,0,-1.149693503,0.566531539,0.433468461,0.566531539,0.433468461,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:13,PUNT,-1.149693503,(8:03) (Shotgun) 1-T.Tagovailoa pass incomplete short right to 9-J.Smith.
472,2024_01_JAX_MIA,,,,,,MIA 49,0,no_play,0,,,,,,,,,,,,0,0.523302078,0.476697922,0.523302078,0.476697922,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:13,PUNT,0,Timeout #1 by MIA at 08:01.
460,2024_01_JAX_MIA,MIA,JAX,MIA,51,3,MIA 49,10,pass,0,deep,right,23,,,,0,0,0,0,0,-1.566990719,0.523302078,0.476697922,0.523302078,0.476697922,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:13,PUNT,-1.566990719,"(8:01) (Shotgun) 1-T.Tagovailoa pass incomplete deep right to 10-T.Hill (25-R.Darby). Penalty on MIA-9-J.Smith, Offensive Offside, declined."
501,2024_01_JAX_MIA,MIA,JAX,MIA,51,4,MIA 49,10,punt,0,,,,,,,0,0,0,0,0,0.417576079,0.487496734,0.512503266,0.487496734,0.512503266,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:13,PUNT,0.417576079,"(7:57) 16-J.Bailey punts 47 yards to JAX 4, Center-48-B.Ferguson, out of bounds."
520,2024_01_JAX_MIA,JAX,MIA,JAX,96,1,JAX 4,10,run,17,,,,,right,tackle,0,0,0,0,0,0.964535809,0.461408108,0.538591892,0.538591892,0.461408108,0,0,0,0,0,0,0,0,0,0,0,0,,,17,Touchdown,3:18,TOUCHDOWN,0.964535809,(7:49) 4-T.Bigsby right tackle pushed ob at JAX 21 for 17 yards (21-J.Poyer).
554,2024_01_JAX_MIA,JAX,MIA,JAX,79,1,JAX 21,10,run,7,,,,,left,guard,0,0,0,0,0,0.414553057,0.488652289,0.511347711,0.511347711,0.488652289,0,0,0,0,0,0,0,0,0,0,0,0,,,7,Touchdown,3:18,TOUCHDOWN,0.414553057,(7:18) (Shotgun) 4-T.Bigsby left guard to JAX 28 for 7 yards (21-J.Poyer).
576,2024_01_JAX_MIA,JAX,MIA,JAX,72,2,JAX 28,3,pass,20,deep,left,17,3,,,0,0,0,0,0,1.539045925,0.492500484,0.507499516,0.507499516,0.492500484,0,0,0,0,0,0,0,0,0,0,0,0,20,20,,Touchdown,3:18,TOUCHDOWN,1.539045925,(6:44) 16-T.Lawrence pass deep left to 0-G.Davis to JAX 48 for 20 yards (21-J.Poyer; 11-D.Long).
601,2024_01_JAX_MIA,JAX,MIA,JAX,52,1,JAX 48,10,run,3,,,,,right,tackle,0,0,0,0,0,-0.341449842,0.553321481,0.446678519,0.446678519,0.553321481,0,0,0,0,0,0,0,0,0,0,0,0,,,3,Touchdown,3:18,TOUCHDOWN,-0.341449842,(6:07) 1-T.Etienne right tackle to MIA 49 for 3 yards (11-D.Long).
623,2024_01_JAX_MIA,JAX,MIA,MIA,49,2,MIA 49,7,run,8,,,,,left,tackle,0,0,0,0,0,0.994154683,0.542481005,0.457518995,0.457518995,0.542481005,0,0,0,0,0,0,0,0,0,0,0,0,,,8,Touchdown,3:18,TOUCHDOWN,0.994154683,(5:29) (Shotgun) 16-T.Lawrence scrambles left tackle to MIA 41 for 8 yards (4-K.Kohou).
645,2024_01_JAX_MIA,JAX,MIA,MIA,41,1,MIA 41,10,no_play,0,,,,,,,0,0,0,0,0,3.024136735,0.573756397,0.426243603,0.426243603,0.573756397,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,3:18,TOUCHDOWN,3.024136735,"(4:43) 16-T.Lawrence pass incomplete deep middle to 7-B.Thomas. PENALTY on MIA-5-J.Ramsey, Defensive Pass Interference, 40 yards, enforced at MIA 41 - No Play."
679,2024_01_JAX_MIA,JAX,MIA,MIA,1,1,MIA 1,1,run,1,,,,,right,guard,0,0,6,0,6,0.552055435,0.664778054,0.335221946,0.335221946,0.664778054,0,0,0,0,0,0,1,0,1,0,0,0,,,1,Touchdown,3:18,TOUCHDOWN,0.552055435,"(4:34) (Shotgun) 1-T.Etienne right guard for 1 yard, TOUCHDOWN."
702,2024_01_JAX_MIA,JAX,MIA,MIA,15,,MIA 15,0,extra_point,0,,,,,,,0,6,7,0,7,0.067573003,0.679619692,0.320380308,0.320380308,0.679619692,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,3:18,TOUCHDOWN,0.067573003,"39-C.Little extra point is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
717,2024_01_JAX_MIA,MIA,JAX,JAX,35,,JAX 35,0,kickoff,0,,,,,,,7,-7,0,7,-7,0,0.319201797,0.680798203,0.319201797,0.680798203,0,0,0,1,0,0,0,0,0,0,0,0,,,,Punt,2:28,PUNT,0,"39-C.Little kicks 65 yards from JAX 35 to end zone, Touchback to the MIA 30. PENALTY on MIA-6-A.Walker, Illegal Formation, 5 yards, enforced at MIA 30."
753,2024_01_JAX_MIA,MIA,JAX,MIA,75,1,MIA 25,10,run,-1,,,,,middle,,7,-7,0,7,-7,-1.033964365,0.319201797,0.680798203,0.319201797,0.680798203,0,0,0,0,1,0,0,0,0,0,0,0,,,-1,Punt,2:28,PUNT,-1.033964365,(4:31) (Shotgun) 28-D.Achane up the middle to MIA 24 for -1 yards (52-D.Hamilton).
777,2024_01_JAX_MIA,MIA,JAX,MIA,76,2,MIA 24,11,no_play,0,,,,,,,7,-7,0,7,-7,-0.859543283,0.296043307,0.703956693,0.296043307,0.703956693,0,0,0,1,0,0,0,0,0,0,0,0,,,,Punt,2:28,PUNT,-0.859543283,"(3:50) 1-T.Tagovailoa scrambles left end ran ob at MIA 36 for 12 yards (48-C.Muma). PENALTY on MIA-65-R.Jones, Offensive Holding, 10 yards, enforced at MIA 24 - No Play."
810,2024_01_JAX_MIA,MIA,JAX,MIA,86,2,MIA 14,21,pass,7,short,middle,6,1,,,7,-7,0,7,-7,-0.340801148,0.291741639,0.708258361,0.291741639,0.708258361,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,Punt,2:28,PUNT,-0.340801148,(3:19) (Shotgun) 1-T.Tagovailoa pass short middle to 9-J.Smith pushed ob at MIA 21 for 7 yards (3-Ty.Campbell).
845,2024_01_JAX_MIA,MIA,JAX,MIA,79,3,MIA 21,14,pass,10,short,right,-3,13,,,7,-7,0,7,-7,0.18845364,0.279132217,0.720867783,0.279132217,0.720867783,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,Punt,2:28,PUNT,0.18845364,(2:42) (Shotgun) 1-T.Tagovailoa pass short right to 10-T.Hill to MIA 31 for 10 yards (25-R.Darby).
870,2024_01_JAX_MIA,MIA,JAX,MIA,69,4,MIA 31,4,punt,0,,,,,,,7,-7,0,7,-7,0.582617477,0.263389051,0.736610949,0.263389051,0.736610949,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:28,PUNT,0.582617477,"(2:11) 16-J.Bailey punts 57 yards to JAX 12, Center-48-B.Ferguson, fair catch by 12-D.Duvernay."
890,2024_01_JAX_MIA,JAX,MIA,JAX,88,1,JAX 12,10,run,4,,,,,left,tackle,0,7,7,0,7,-0.18329009,0.690380871,0.309619129,0.309619129,0.690380871,0,0,0,0,0,0,0,0,0,0,0,0,,,4,Punt,2:24,PUNT,-0.18329009,(2:03) 1-T.Etienne left tackle to JAX 16 for 4 yards (93-C.Campbell).
919,2024_01_JAX_MIA,JAX,MIA,JAX,84,2,JAX 16,6,pass,6,short,middle,2,4,,,0,7,7,0,7,0.653875776,0.694691777,0.305308223,0.305308223,0.694691777,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,Punt,2:24,PUNT,0.653875776,"(1:24) (Shotgun) 16-T.Lawrence pass short middle to 7-B.Thomas to JAX 22 for 6 yards (11-D.Long, 29-K.Fuller)."
944,2024_01_JAX_MIA,JAX,MIA,JAX,78,1,JAX 22,10,run,1,,,,,right,tackle,0,7,7,0,7,-0.497543474,0.710838914,0.289161086,0.289161086,0.710838914,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Punt,2:24,PUNT,-0.497543474,(:38) (Shotgun) 1-T.Etienne right tackle to JAX 23 for 1 yard (92-Z.Sieler; 20-J.Brooks).
966,2024_01_JAX_MIA,JAX,MIA,,,,JAX 23,0,,,,,,,,,0,7,7,0,7,0,0.697779953,0.302220047,0.302220047,0.697779953,,,,,,,,,,,,,,,,Punt,2:24,PUNT,0,END QUARTER 1
986,2024_01_JAX_MIA,JAX,MIA,JAX,77,2,JAX 23,9,pass,0,short,left,0,,,,0,7,7,0,7,-0.741508311,0.697779953,0.302220047,0.302220047,0.697779953,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:24,PUNT,-0.741508311,(15:00) 16-T.Lawrence pass incomplete short left to 1-T.Etienne [91-E.Ogbah].
1009,2024_01_JAX_MIA,JAX,MIA,JAX,77,3,JAX 23,9,pass,0,deep,left,21,,,,0,7,7,0,7,-1.276279342,0.677105665,0.322894335,0.322894335,0.677105665,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:24,PUNT,-1.276279342,(14:57) (Shotgun) 16-T.Lawrence pass incomplete deep left to 13-C.Kirk.
1032,2024_01_JAX_MIA,JAX,MIA,JAX,77,4,JAX 23,9,punt,0,,,,,,,0,7,7,0,7,1.150915958,0.652821839,0.347178161,0.347178161,0.652821839,0,0,0,0,0,0,0,0,0,0,0,0,,,,Punt,2:24,PUNT,1.150915958,"(14:52) 9-L.Cooke punts 67 yards to MIA 10, Center-46-R.Matiscik. 10-T.Hill ran ob at MIA 21 for 11 yards (89-L.Farrell)."
1064,2024_01_JAX_MIA,MIA,JAX,MIA,79,1,MIA 21,10,pass,12,short,right,12,0,,,7,-7,0,7,-7,0.87451715,0.309024036,0.690975964,0.309024036,0.690975964,0,0,0,0,0,0,0,0,0,0,0,0,12,12,,Turnover on downs,2:47,DOWNS,0.87451715,(14:39) (Shotgun) 1-T.Tagovailoa pass short right to 17-J.Waddle to MIA 33 for 12 yards (26-A.Johnson; 5-A.Cisco). MIA-17-J.Waddle was injured during the play.
1089,2024_01_JAX_MIA,MIA,JAX,MIA,67,1,MIA 33,10,no_play,0,,,,,,,7,-7,0,7,-7,1.023656673,0.33096841,0.66903159,0.33096841,0.66903159,0,0,0,1,0,0,0,0,0,0,0,0,,,,Turnover on downs,2:47,DOWNS,1.023656673,"(13:56) (Shotgun) 1-T.Tagovailoa pass incomplete deep left to 0-B.Berrios. PENALTY on JAX-41-J.Hines-Allen, Roughing the Passer, 15 yards, enforced at MIA 33 - No Play."
1127,2024_01_JAX_MIA,MIA,JAX,MIA,52,1,MIA 48,10,pass,0,short,left,1,,,,7,-7,0,7,-7,-0.518699105,0.348622978,0.651377022,0.348622978,0.651377022,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover on downs,2:47,DOWNS,-0.518699105,(13:51) (Shotgun) 1-T.Tagovailoa pass incomplete short left to 81-D.Smythe.
1150,2024_01_JAX_MIA,MIA,JAX,MIA,52,2,MIA 48,10,no_play,0,,,,,,,7,-7,0,7,-7,0.534542662,0.331100762,0.668899238,0.331100762,0.668899238,0,0,0,1,0,0,0,0,0,0,0,0,,,,Turnover on downs,2:47,DOWNS,0.534542662,"(13:47) (Shotgun) 1-T.Tagovailoa pass short left to 0-B.Berrios to 50 for 2 yards (6-D.Savage). PENALTY on JAX-44-T.Walker, Defensive Offside, 5 yards, enforced at MIA 48 - No Play."
1186,2024_01_JAX_MIA,MIA,JAX,JAX,47,2,JAX 47,5,run,2,,,,,right,end,7,-7,0,7,-7,-0.402597035,0.340153337,0.659846663,0.340153337,0.659846663,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Turnover on downs,2:47,DOWNS,-0.402597035,(13:21) 28-D.Achane right end to JAX 45 for 2 yards (22-J.Jones; 44-T.Walker).
1220,2024_01_JAX_MIA,,,,,,JAX 45,0,no_play,0,,,,,,,,,,,,0,0.330025405,0.669974595,0.330025405,0.669974595,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover on downs,2:47,DOWNS,0,Timeout #2 by MIA at 12:37.
1208,2024_01_JAX_MIA,MIA,JAX,JAX,45,3,JAX 45,3,run,0,,,,,right,tackle,7,-7,0,7,-7,-1.70359618,0.330025405,0.669974595,0.330025405,0.669974595,0,0,0,0,0,0,0,0,0,0,0,0,,,0,Turnover on downs,2:47,DOWNS,-1.70359618,(12:37) (Shotgun) 28-D.Achane right tackle to JAX 45 for no gain (44-T.Walker; 23-F.Oluokun). ** Injury Update: MIA-17-J.Waddle has returned to the game.
1242,2024_01_JAX_MIA,MIA,JAX,JAX,45,4,JAX 45,3,pass,0,short,left,5,,,,7,-7,0,7,-7,-2.846045023,0.27399841,0.72600159,0.27399841,0.72600159,0,0,0,0,0,0,0,0,0,0,0,0,,,,Turnover on downs,2:47,DOWNS,-2.846045023,(11:55) (Shotgun) 1-T.Tagovailoa pass incomplete short left to 0-B.Berrios (23-F.Oluokun).
1265,2024_01_JAX_MIA,JAX,MIA,JAX,55,1,JAX 45,10,run,8,,,,,left,end,0,7,7,0,7,0.450921588,0.793047547,0.206952453,0.206952453,0.793047547,0,0,0,0,0,0,0,0,0,0,0,0,,,8,Touchdown,5:31,TOUCHDOWN,0.450921588,(11:52) 4-T.Bigsby left end to MIA 47 for 8 yards (8-J.Holland).
1297,2024_01_JAX_MIA,JAX,MIA,MIA,47,2,MIA 47,2,run,-1,,,,,middle,,0,7,7,0,7,-0.977224861,0.801034331,0.198965669,0.198965669,0.801034331,0,0,0,0,1,0,0,0,0,0,0,0,,,-1,Touchdown,5:31,TOUCHDOWN,-0.977224861,(11:14) (Shotgun) 4-T.Bigsby up the middle to MIA 48 for -1 yards (56-Q.Bell).
1319,2024_01_JAX_MIA,JAX,MIA,MIA,48,3,MIA 48,3,no_play,0,,,,,,,0,7,7,0,7,-1.029971917,0.778932333,0.221067667,0.221067667,0.778932333,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,5:31,TOUCHDOWN,-1.029971917,"(10:29) (Shotgun) PENALTY on JAX-74-C.Robinson, False Start, 5 yards, enforced at MIA 48 - No Play."
1355,2024_01_JAX_MIA,,,,,,JAX 47,0,no_play,0,,,,,,,,,,,,0,0.758471131,0.241528869,0.241528869,0.758471131,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,5:31,TOUCHDOWN,0,Timeout #1 by JAX at 10:09.
1343,2024_01_JAX_MIA,JAX,MIA,JAX,53,3,JAX 47,8,pass,30,deep,middle,24,6,,,0,7,7,0,7,3.221795716,0.758471131,0.241528869,0.241528869,0.758471131,0,0,0,0,0,0,0,0,0,0,0,0,30,30,,Touchdown,5:31,TOUCHDOWN,3.221795716,(10:09) (Shotgun) 16-T.Lawrence pass deep middle to 13-C.Kirk to MIA 23 for 30 yards (21-J.Poyer).
1375,2024_01_JAX_MIA,JAX,MIA,MIA,23,1,MIA 23,10,pass,9,short,left,5,4,,,0,7,7,0,7,0.852041732,0.833070278,0.166929722,0.166929722,0.833070278,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,Touchdown,5:31,TOUCHDOWN,0.852041732,(9:25) (Shotgun) 16-T.Lawrence pass short left to 7-B.Thomas to MIA 14 for 9 yards (29-K.Fuller).
1400,2024_01_JAX_MIA,JAX,MIA,MIA,14,2,MIA 14,1,run,1,,,,,left,end,0,7,7,0,7,-0.225793256,0.848258674,0.151741326,0.151741326,0.848258674,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Touchdown,5:31,TOUCHDOWN,-0.225793256,(8:46) 1-T.Etienne left end to MIA 13 for 1 yard (36-S.Duck).
1422,2024_01_JAX_MIA,JAX,MIA,MIA,13,1,MIA 13,10,run,2,,,,,middle,,0,7,7,0,7,-0.449336574,0.839596987,0.160403013,0.160403013,0.839596987,0,0,0,0,0,0,0,0,0,0,0,0,,,2,Touchdown,5:31,TOUCHDOWN,-0.449336574,(8:13) 1-T.Etienne up the middle to MIA 11 for 2 yards (91-E.Ogbah).
1444,2024_01_JAX_MIA,JAX,MIA,MIA,11,2,MIA 11,8,pass,3,short,middle,2,1,,,0,7,7,0,7,-0.24771867,0.834138334,0.165861666,0.165861666,0.834138334,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,Touchdown,5:31,TOUCHDOWN,-0.24771867,(7:35) (Shotgun) 16-T.Lawrence pass short middle to 1-T.Etienne to MIA 8 for 3 yards (20-J.Brooks).
1469,2024_01_JAX_MIA,JAX,MIA,MIA,8,3,MIA 8,5,no_play,0,,,,,,,0,7,7,0,7,-0.888137918,0.830390632,0.169609368,0.169609368,0.830390632,0,0,0,1,0,0,0,0,0,0,0,0,,,,Touchdown,5:31,TOUCHDOWN,-0.888137918,"(6:48) (Shotgun) PENALTY on JAX, Delay of Game, 6 yards, enforced at MIA 8 - No Play."
1493,2024_01_JAX_MIA,JAX,MIA,MIA,14,3,MIA 14,11,pass,14,short,left,14,0,,,0,7,13,0,13,3.801982698,0.818900108,0.181099892,0.181099892,0.818900108,0,0,0,0,0,0,1,1,0,0,0,0,14,14,,Touchdown,5:31,TOUCHDOWN,3.801982698,"(6:28) (Shotgun) 16-T.Lawrence pass short left to 7-B.Thomas for 14 yards, TOUCHDOWN."
1519,2024_01_JAX_MIA,JAX,MIA,MIA,15,,MIA 15,0,extra_point,0,,,,,,,0,13,14,0,14,0.067573003,0.856763233,0.143236767,0.143236767,0.856763233,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,5:31,TOUCHDOWN,0.067573003,"39-C.Little extra point is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
1534,2024_01_JAX_MIA,MIA,JAX,JAX,35,,JAX 35,0,kickoff,0,,,,,,,14,-14,0,14,-14,0.336898878,0.143078923,0.856921077,0.143078923,0.856921077,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,5:17,TOUCHDOWN,0.336898878,"39-C.Little kicks 65 yards from JAX 35 to end zone, Touchback to the MIA 30."
1558,2024_01_JAX_MIA,MIA,JAX,MIA,70,1,MIA 30,10,pass,16,short,right,-2,18,,,14,-14,0,14,-14,0.937221872,0.146190375,0.853809625,0.146190375,0.853809625,0,0,0,0,0,0,0,0,0,0,0,0,16,16,,Touchdown,5:17,TOUCHDOWN,0.937221872,(6:21) (Shotgun) 1-T.Tagovailoa pass short right to 28-D.Achane ran ob at MIA 46 for 16 yards (25-R.Darby).
1588,2024_01_JAX_MIA,MIA,JAX,MIA,54,1,MIA 46,10,pass,0,short,right,9,,,,14,-14,0,14,-14,-0.346330139,0.164191544,0.835808456,0.164191544,0.835808456,0,0,0,0,0,0,0,0,0,0,0,0,,,,Touchdown,5:17,TOUCHDOWN,-0.346330139,(5:41) (Shotgun) 1-T.Tagovailoa pass incomplete short right [95-R.Robertson-Harris]. JAX-5-A.Cisco was injured during the play.
